fecha;hora;region;mwh
01/01/2024;10;Los Lagos;390,65
01/01/2024;11;Antofagasta;1078,01
01/01/2024;11;Atacama;667,13
01/01/2024;11;Coquimbo;525,73
01/01/2024;11;Valparaiso;882,00
01/01/2024;11;Metropolitana;2261,90
01/01/2024;11;Biobio;1047,30
01/01/2024;11;Los Lagos;408,93
01/01/2024;12;Antofagasta;1149,01
01/01/2024;12;Atacama;689,31
01/01/2024;12;Coquimbo;553,22
01/01/2024;12;Valparaiso;955,16
01/01/2024;12;Metropolitana;2313,53
01/01/2024;12;Biobio;1118,88
01/01/2024;12;Los Lagos;437,22
01/01/2024;13;Antofagasta;1151,91
01/01/2024;13;Atacama;
01/01/2024;13;Coquimbo;554,63
01/01/2024;13;Valparaiso;963,17
01/01/2024;13;Metropolitana;2278,50
01/01/2024;13;Biobio;1098,12
01/01/2024;13;Los Lagos;419,71
01/01/2024;14;Antofagasta;1125,73
01/01/2024;14;Atacama;685,92
01/01/2024;14;Coquimbo;552,88
01/01/2024;14;Valparaiso;916,85
01/01/2024;14;Metropolitana;2280,55
01/01/2024;14;Biobio;1054,08
01/01/2024;14;Los Lagos;431,08
01/01/2024;15;Antofagasta;1053,51
01/01/2024;15;Atacama;
01/01/2024;15;Coquimbo;515,34
01/01/2024;15;Valparaiso;866,86
01/01/2024;15;Metropolitana;2169,10
01/01/2024;15;Biobio;972,50
01/01/2024;15;Los Lagos;401,00
01/01/2024;16;Antofagasta;1017,82
01/01/2024;16;Atacama;607,40
01/01/2024;16;Coquimbo;506,78
01/01/2024;16;Valparaiso;834,51
01/01/2024;16;Metropolitana;2111,98
01/01/2024;16;Biobio;989,90
01/01/2024;16;Los Lagos;371,98
01/01/2024;17;Antofagasta;1055,76
01/01/2024;17;Atacama;645,40
01/01/2024;17;Coquimbo;501,74
01/01/2024;17;Valparaiso;849,12
01/01/2024;17;Metropolitana;2074,46
01/01/2024;17;Biobio;1016,51
01/01/2024;17;Los Lagos;387,26
01/01/2024;18;Antofagasta;1063,17
01/01/2024;18;Atacama;653,55
01/01/2024;18;Coquimbo;537,09
01/01/2024;18;Valparaiso;894,86
01/01/2024;18;Metropolitana;2213,04
01/01/2024;18;Biobio;1022,43
01/01/2024;18;Los Lagos;403,57
01/01/2024;19;Antofagasta;1170,86
01/01/2024;19;Atacama;724,88
01/01/2024;19;Coquimbo;569,32
01/01/2024;19;Valparaiso;972,56
01/01/2024;19;Metropolitana;2349,86
01/01/2024;19;Biobio;1122,95
01/01/2024;19;Los Lagos;438,51
01/01/2024;20;Antofagasta;1250,28
01/01/2024;20;Atacama ;757,77
01/01/2024;20;Coquimbo;597,15
01/01/2024;20;Valparaiso;988,68
01/01/2024;20;Metropolitana;2483,78
01/01/2024;20;Biobio;1154,98
01/01/2024;20;Los Lagos;445,43
01/01/2024;21;Antofagasta;1159,94
01/01/2024;21;Atacama;683,96
01/01/2024;21;Coquimbo;545,40
01/01/2024;21;Valparaiso;955,51
01/01/2024;21;Metropolitana;2277,45
01/01/2024;21;Biobio;1115,78
01/01/2024;21;Los Lagos;413,36
01/01/2024;22;Antofagasta;1053,82
01/01/2024;22;Atacama;649,15
01/01/2024;22;Coquimbo;523,08
01/01/2024;22;Valparaiso;854,16
01/01/2024;22;Metropolitana;2002,44
01/01/2024;22;Biobio;1028,28
01/01/2024;22;Los Lagos;385,52
01/01/2024;23;Antofagasta;947,45
01/01/2024;23;Atacama;609,60
01/01/2024;23;Coquimbo;469,54
01/01/2024;23;Valparaiso;819,55
01/01/2024;23;Metropolitana;1902,71
01/01/2024;23;Biobio;946,22
01/01/2024;23;Los Lagos;361,66
02/01/2024;0;Antofagasta;923,43
02/01/2024;0;Atacama;556,04
02/01/2024;0;Coquimbo;425,72
02/01/2024;0;Valparaiso;752,62
02/01/2024;0;Metropolitana;1702,34
02/01/2024;0;Biobio;877,99
02/01/2024;0;Los Lagos;339,59
02/01/2024;1;Antofagasta;815,59
02/01/2024;1;Atacama;507,88
02/01/2024;1;Coquimbo;415,81
02/01/2024;1;Valparaiso;677,94
02/01/2024;1;Metropolitana;1702,64
02/01/2024;1;Biobio;807,29
02/01/2024;1;Los Lagos;312,21
02/01/2024;2;Antofagasta;786,88
02/01/2024;2;Atacama;466,40
02/01/2024;2;Coquimbo;375,33
02/01/2024;2;Valparaiso;652,28
02/01/2024;2;Metropolitana;1616,80
02/01/2024;2;Biobio;709,36
02/01/2024;2;Los Lagos;290,74
02/01/2024;3;Antofagasta;746,26
02/01/2024;3;Atacama;451,29
02/01/2024;3;Coquimbo;340,86
02/01/2024;3;Valparaiso;617,36
02/01/2024;3;Metropolitana;1486,08
02/01/2024;3;Biobio;723,98
02/01/2024;3;Los Lagos;290,11
02/01/2024;4;Antofagasta;760,27
02/01/2024;4;Atacama;465,55
02/01/2024;4;Coquimbo;368,22
02/01/2024;4;Valparaiso;588,97
02/01/2024;4;Metropolitana;1482,86
02/01/2024;4;Biobio;688,96
02/01/2024;4;Los Lagos;271,17
02/01/2024;5;Antofagasta;776,61
02/01/2024;5;Atacama;469,85
02/01/2024;5;Coquimbo;367,54
02/01/2024;5;Valparaiso;629,86
02/01/2024;5;Metropolitana;1568,69
02/01/2024;5;Biobio;737,44
02/01/2024;5;Los Lagos;289,01
02/01/2024;6;Antofagasta;876,93
02/01/2024;6;Atacama;505,36
02/01/2024;6;Coquimbo;409,41
02/01/2024;6;Valparaiso;706,42
02/01/2024;6;Metropolitana;1663,51
02/01/2024;6;Biobio;816,90
02/01/2024;6;Los Lagos;318,87
02/01/2024;7;Antofagasta;959,58
02/01/2024;7;Atacama;564,28
02/01/2024;7;Coquimbo;466,07
02/01/2024;7;Valparaiso;752,94
02/01/2024;7;Metropolitana;1903,84
02/01/2024;7;Biobio;876,30
02/01/2024;7;Los Lagos;350,35
02/01/2024;8;Antofagasta;1009,43
02/01/2024;8;Atacama;623,35
02/01/2024;8;Coquimbo;490,95
02/01/2024;8;Valparaiso;841,25
02/01/2024;8;Metropolitana;2029,67
02/01/2024;8;Biobio;942,57
02/01/2024;8;Los Lagos;378,51
02/01/2024;9;Antofagasta;1062,23
02/01/2024;9;Atacama;642,93
02/01/2024;9;Coquimbo;513,29
02/01/2024;9;Valparaiso;896,83
02/01/2024;9;Metropolitana;2058,39
02/01/2024;9;Biobio;1030,10
02/01/2024;9;Los Lagos;401,70
02/01/2024;10;Antofagasta;1096,45
02/01/2024;10;Atacama;663,45
02/01/2024;10;Coquimbo;505,26
02/01/2024;10;Valparaiso;904,95
02/01/2024;10;Metropolitana;2194,92
02/01/2024;10;Biobio;1055,05
02/01/2024;10;Los Lagos;391,49
02/01/2024;11;Antofagasta;1087,31
02/01/2024;11;Atacama;685,94
02/01/2024;11;Coquimbo;542,85
02/01/2024;11;Valparaiso;925,91
02/01/2024;11;Metropolitana;2279,48
02/01/2024;11;Biobio;1058,49
02/01/2024;11;los lagos;414,36
02/01/2024;12;Antofagasta;1120,82
02/01/2024;12;Atacama;649,92
02/01/2024;12;Coquimbo;555,00
02/01/2024;12;Valparaiso;970,19
02/01/2024;12;Metropolitana;2307,91
02/01/2024;12;Biobio;1109,58
02/01/2024;12;Los Lagos;432,22
02/01/2024;13;Antofagasta;1187,50
02/01/2024;13;Atacama;675,97
02/01/2024;13;Coquimbo;561,10
02/01/2024;13;Valparaiso;980,85
02/01/2024;13;Metropolitana;2378,11
02/01/2024;13;Biobio;1093,60
02/01/2024;13;Los Lagos;439,18
02/01/2024;14;Antofagasta;1125,89
02/01/2024;14;Atacama;
02/01/2024;14;Coquimbo;558,47
02/01/2024;14;Valparaiso;935,81
02/01/2024;14;Metropolitana;2239,27
02/01/2024;14;Biobio;1041,01
02/01/2024;14;Los Lagos;415,16
02/01/2024;15;Antofagasta;1078,95
02/01/2024;15;Atacama;
02/01/2024;15;Coquimbo;515,04
02/01/2024;15;Valparaiso;900,13
02/01/2024;15;Metropolitana;2174,03
02/01/2024;15;Biobio;973,55
02/01/2024;15;Los Lagos;401,52
02/01/2024;16;Antofagasta;1040,64
02/01/2024;16;Atacama;615,68
02/01/2024;16;Coquimbo;500,23
02/01/2024;16;Valparaiso;882,49
02/01/2024;16;Metropolitana;2134,74
02/01/2024;16;Biobio;988,23
02/01/2024;16;Los Lagos;398,91
02/01/2024;17;Antofagasta;1055,02
02/01/2024;17;Atacama;614,27
02/01/2024;17;Coquimbo;503,41
02/01/2024;17;Valparaiso;879,74
02/01/2024;17;Metropolitana;2050,28
02/01/2024;17;Biobio;1018,98
02/01/2024;17;Los Lagos;395,24
02/01/2024;18;Antofagasta;1072,92
02/01/2024;18;Atacama;665,87
02/01/2024;18;Coquimbo;524,42
02/01/2024;18;Valparaiso;887,49
02/01/2024;18;Metropolitana;2157,41
02/01/2024;18;Biobio;1036,06
02/01/2024;18;Los Lagos;413,78
02/01/2024;19;Antofagasta;1113,65
02/01/2024;19;Atacama;703,99
02/01/2024;19;Coquimbo;564,39
02/01/2024;19;Valparaiso;1014,90
02/01/2024;19;Metropolitana;2354,03
02/01/2024;19;Biobio;1088,04
02/01/2024;19;Los Lagos;438,18
02/01/2024;20;Antofagasta;1207,36
02/01/2024;20;Atacama;734,73
02/01/2024;20;Coquimbo;575,41
02/01/2024;20;Valparaiso;985,42
02/01/2024;20;Metropolitana;2462,38
02/01/2024;20;Biobio;1192,66
02/01/2024;20;Los Lagos;454,55
02/01/2024;21;Antofagasta;1153,62
02/01/2024;21;Atacama;699,78
02/01/2024;21;Coquimbo;563,35
02/01/2024;21;Valparaiso;961,74
02/01/2024;21;Metropolitana;2289,35
02/01/2024;21;Biobio;1133,66
02/01/2024;21;Los Lagos;441,86
02/01/2024;22;Antofagasta;1026,17
02/01/2024;22;Atacama;637,87
02/01/2024;22;Coquimbo;510,36
02/01/2024;22;Valparaiso;895,78
02/01/2024;22;Metropolitana;2123,35
02/01/2024;22;Biobio;993,40
02/01/2024;22;Los Lagos;408,60
02/01/2024;23;Antofagasta;941,63
02/01/2024;23;Atacama;575,01
02/01/2024;23;Coquimbo;451,77
02/01/2024;23;Valparaiso;791,81
02/01/2024;23;Metropolitana;1895,31
02/01/2024;23;Biobio;921,60
02/01/2024;23;Los Lagos;363,17
03/01/2024;0;Antofagasta;872,11
03/01/2024;0;Atacama;548,18
03/01/2024;0;Coquimbo;429,84
03/01/2024;0;Valparaiso;712,32
03/01/2024;0;Metropolitana;1767,57
03/01/2024;0;Biobio;854,27
03/01/2024;0;Los Lagos;330,78
03/01/2024;1;Antofagasta;830,15
03/01/2024;1;Atacama;490,59
03/01/2024;1;Coquimbo;405,43
03/01/2024;1;Valparaiso;696,72
03/01/2024;1;Metropolitana;1644,80
03/01/2024;1;Biobio;790,33
03/01/2024;1;Los Lagos;313,88
03/01/2024;2;Antofagasta;774,20
03/01/2024;2;Atacama;483,30
03/01/2024;2;Coquimbo;377,94
03/01/2024;2;Valparaiso;622,57
03/01/2024;2;Metropolitana;1566,64
03/01/2024;2;Biobio;741,75
03/01/2024;2;Los Lagos;289,67
03/01/2024;3;Antofagasta;758,01
03/01/2024;3;Atacama;469,44
03/01/2024;3;Coquimbo;357,82
03/01/2024;3;Valparaiso;625,89
03/01/2024;3;Metropolitana;1495,31
03/01/2024;3;Biobio;743,31
03/01/2024;3;Los Lagos;283,57
03/01/2024;4;Antofagasta;729,92
03/01/2024;4;Atacama;441,04
03/01/2024;4;Coquimbo;354,49
03/01/2024;4;Valparaiso;590,54
03/01/2024;4;Metropolitana;1503,51
03/01/2024;4;Biobio;712,76
03/01/2024;4;Los Lagos;282,20
03/01/2024;5;Antofagasta;759,19
03/01/2024;5;Atacama;482,96
03/01/2024;5;Coquimbo;372,11
03/01/2024;5;Valparaiso;654,98
03/01/2024;5;Metropolitana;1478,05
03/01/2024;5;Biobio;709,15
03/01/2024;5;Los Lagos;286,21
03/01/2024;6;Antofagasta;828,96
03/01/2024;6;Atacama;520,34
03/01/2024;6;Coquimbo;422,62
03/01/2024;6;Valparaiso;722,90
03/01/2024;6;Metropolitana;1654,53
03/01/2024;6;Biobio;814,97
03/01/2024;6;Los Lagos;317,56
03/01/2024;7;Antofagasta;936,52
03/01/2024;7;Atacama;572,44
03/01/2024;7;Coquimbo;456,05
03/01/2024;7;Valparaiso;765,65
03/01/2024;7;Metropolitana;1858,54
03/01/2024;7;Biobio;
03/01/2024;7;Los Lagos;348,48
03/01/2024;8;Antofagasta;1013,69
03/01/2024;8;Atacama;627,51
03/01/2024;8;Coquimbo;515,96
03/01/2024;8;Valparaiso;850,72
03/01/2024;8;Metropolitana;2001,20
03/01/2024;8;Biobio;952,11
03/01/2024;8;Los Lagos;383,41
03/01/2024;9;Antofagasta;1056,66
03/01/2024;9;Atacama;658,56
03/01/2024;9;Coquimbo;511,22
03/01/2024;9;Valparaiso;884,06
03/01/2024;9;Metropolitana;2020,59
03/01/2024;9;Biobio;1032,46
03/01/2024;9;Los Lagos;395,27
03/01/2024;10;Antofagasta;1087,29
03/01/2024;10;Atacama;647,67
03/01/2024;10;Coquimbo;532,57
03/01/2024;10;Valparaiso;912,61
03/01/2024;10;Metropolitana;2184,17
03/01/2024;10;Biobio;1053,45
03/01/2024;10;Los Lagos;394,70
03/01/2024;11;Antofagasta;1097,95
03/01/2024;11;Atacama;696,42
03/01/2024;11;Coquimbo;537,54
03/01/2024;11;Valparaiso;906,07
03/01/2024;11;Metropolitana;2200,07
03/01/2024;11;Biobio;1031,75
03/01/2024;11;Los Lagos;418,26
03/01/2024;12;Antofagasta;1134,68
03/01/2024;12;Atacama;692,44
03/01/2024;12;Coquimbo;570,71
03/01/2024;12;Valparaiso;964,20
03/01/2024;12;Metropolitana;2332,61
03/01/2024;12;Biobio;1098,88
03/01/2024;12;Los Lagos;431,74
03/01/2024;13;Antofagasta;1162,71
03/01/2024;13;Atacama;708,71
03/01/2024;13;Coquimbo;553,42
03/01/2024;13;Valparaiso;924,60
03/01/2024;13;Metropolitana;2281,19
03/01/2024;13;Biobio;1103,76
03/01/2024;13;Los Lagos;436,28
03/01/2024;14;Antofagasta;1148,67
03/01/2024;14;Atacama;665,20
03/01/2024;14;Coquimbo;561,05
03/01/2024;14;Valparaiso;947,69
03/01/2024;14;Metropolitana;2318,23
03/01/2024;14;Biobio;1089,74
03/01/2024;14;Los Lagos;426,33
03/01/2024;15;Antofagasta;1096,05
03/01/2024;15;Atacama;658,20
03/01/2024;15;Coquimbo;521,23
03/01/2024;15;Valparaiso;893,30
03/01/2024;15;Metropolitana;2088,60
03/01/2024;15;Biobio;1067,67
03/01/2024;15;Los Lagos;397,46
03/01/2024;16;Antofagasta;1032,09
03/01/2024;16;Atacama;632,98
03/01/2024;16;Coquimbo;499,34
03/01/2024;16;Valparaiso;875,21
03/01/2024;16;Metropolitana;2025,82
03/01/2024;16;Biobio;982,55
03/01/2024;16;Los Lagos;390,81
03/01/2024;17;Antofagasta;1028,39
03/01/2024;17;Atacama;653,55
03/01/2024;17;Coquimbo;507,98
03/01/2024;17;Valparaiso;876,61
03/01/2024;17;Metropolitana;2017,97
03/01/2024;17;Biobio;978,57
03/01/2024;17;Los Lagos;395,24
03/01/2024;18;Antofagasta;1101,14
03/01/2024;18;Atacama;637,79
03/01/2024;18;Coquimbo;525,79
03/01/2024;18;Valparaiso;909,54
03/01/2024;18;Metropolitana;2184,41
03/01/2024;18;Biobio;1087,95
03/01/2024;18;Los Lagos;416,06
03/01/2024;19;Antofagasta;1162,27
03/01/2024;19;Atacama;725,44
03/01/2024;19;Coquimbo;567,78
03/01/2024;19;Valparaiso;969,87
03/01/2024;19;Metropolitana;2244,48
03/01/2024;19;Biobio;1122,05
03/01/2024;19;Los Lagos;446,17
03/01/2024;20;Antofagasta;1214,73
03/01/2024;20;Atacama;726,73
03/01/2024;20;Coquimbo;578,75
03/01/2024;20;Valparaiso;1009,69
03/01/2024;20;Metropolitana;2348,34
03/01/2024;20;Biobio;1151,49
03/01/2024;20;Los Lagos;459,56
03/01/2024;21;Antofagasta;1121,12
03/01/2024;21;Atacama;721,14
03/01/2024;21;Coquimbo;570,59
03/01/2024;21;Valparaiso;960,14
03/01/2024;21;Metropolitana;2359,52
03/01/2024;21;Biobio;1108,53
03/01/2024;21;Los Lagos;428,14
03/01/2024;22;Antofagasta;1051,34
03/01/2024;22;Atacama;645,91
03/01/2024;22;Coquimbo;509,64
03/01/2024;22;Valparaiso;853,48
03/01/2024;22;Metropolitana;2126,18
03/01/2024;22;Biobio;1015,02
03/01/2024;22;Los Lagos;406,26
03/01/2024;23;Antofagasta;944,50
03/01/2024;23;Atacama;599,19
03/01/2024;23;Coquimbo;487,20
03/01/2024;23;Valparaiso;810,10
03/01/2024;23;Metropolitana;1910,88
03/01/2024;23;Biobio;908,41
03/01/2024;23;Los Lagos;352,86
04/01/2024;0;Antofagasta;899,20
04/01/2024;0;Atacama;550,10
04/01/2024;0;Coquimbo;419,86
04/01/2024;0;Valparaiso;733,25
04/01/2024;0;Metropolitana;1710,47
04/01/2024;0;Biobio;853,88
04/01/2024;0;Los Lagos;333,30
04/01/2024;1;Antofagasta;806,17
04/01/2024;1;Atacama;510,92
04/01/2024;1;Coquimbo;408,08
04/01/2024;1;Valparaiso;689,60
04/01/2024;1;Metropolitana;1642,65
04/01/2024;1;Biobio;784,97
04/01/2024;1;Los Lagos;314,24
04/01/2024;2;Antofagasta;758,99
04/01/2024;2;Atacama;468,15
04/01/2024;2;Coquimbo;379,37
04/01/2024;2;Valparaiso;645,70
04/01/2024;2;Metropolitana;1522,81
04/01/2024;2;Biobio;760,44
04/01/2024;2;Los Lagos;293,11
04/01/2024;3;Antofagasta;730,48
04/01/2024;3;Atacama;442,78
04/01/2024;3;Coquimbo;377,12
04/01/2024;3;Valparaiso;608,03
04/01/2024;3;Metropolitana;1500,59
04/01/2024;3;Biobio;717,80
04/01/2024;3;Los Lagos;286,64
04/01/2024;4;Antofagasta;748,41
04/01/2024;4;Atacama;453,29
04/01/2024;4;Coquimbo;360,76
04/01/2024;4;Valparaiso;606,75
04/01/2024;4;Metropolitana;1463,94
04/01/2024;4;Biobio;688,26
04/01/2024;4;Los Lagos;286,36
04/01/2024;5;Antofagasta;770,84
04/01/2024;5;Atacama;473,63
04/01/2024;5;Coquimbo;366,03
04/01/2024;5;Valparaiso;652,02
04/01/2024;5;Metropolitana;1507,39
04/01/2024;5;Biobio;746,56
04/01/2024;5;Los Lagos;288,08
04/01/2024;6;Antofagasta;853,85
04/01/2024;6;Atacama;523,68
04/01/2024;6;Coquimbo;417,40
04/01/2024;6;Valparaiso;703,59
04/01/2024;6;Metropolitana;1665,07
04/01/2024;6;Biobio;803,38
04/01/2024;6;Los Lagos;318,57
04/01/2024;7;Antofagasta;955,10
04/01/2024;7;Atacama;556,01
04/01/2024;7;Coquimbo;458,59
04/01/2024;7;Valparaiso;804,99
04/01/2024;7;Metropolitana;1960,98
04/01/2024;7;Biobio;904,39
04/01/2024;7;Los Lagos;364,55
04/01/2024;8;Antofagasta;1055,41
04/01/2024;8;Atacama;613,31
04/01/2024;8;Coquimbo;497,92
04/01/2024;8;Valparaiso;801,15
04/01/2024;8;Metropolitana;2024,00
04/01/2024;8;Biobio;974,23
04/01/2024;8;Los Lagos;373,13
04/01/2024;9;Antofagasta;1053,56
04/01/2024;9;Atacama;667,97
04/01/2024;9;Coquimbo;499,53
04/01/2024;9;Valparaiso;850,50
04/01/2024;9;Metropolitana;2159,92
04/01/2024;9;Biobio;1004,94
04/01/2024;9;Los Lagos;397,26
04/01/2024;10;Antofagasta;1099,67
04/01/2024;10;Atacama;642,22
04/01/2024;10;Coquimbo;510,76
04/01/2024;10;Valparaiso;895,04
04/01/2024;10;Metropolitana;2185,36
04/01/2024;10;Biobio;1029,17
04/01/2024;10;Los Lagos;417,61
04/01/2024;11;Antofagasta;1117,70
04/01/2024;11;Atacama;684,53
04/01/2024;11;Coquimbo;522,21
04/01/2024;11;Valparaiso;903,25
04/01/2024;11;Metropolitana;2196,88
04/01/2024;11;Biobio;1036,95
04/01/2024;11;Los Lagos;422,95
04/01/2024;12;Antofagasta;1145,11
04/01/2024;12;Atacama;704,63
04/01/2024;12;Coquimbo;546,61
04/01/2024;12;Valparaiso;954,27
04/01/2024;12;Metropolitana;2355,41
04/01/2024;12;Biobio;1092,60
04/01/2024;12;Los Lagos;430,51
04/01/2024;13;Antofagasta;1182,02
04/01/2024;13;Atacama;701,17
04/01/2024;13;Coquimbo;559,92
04/01/2024;13;Valparaiso;954,36
04/01/2024;13;Metropolitana;2353,99
04/01/2024;13;Biobio;1103,76
04/01/2024;13;Los Lagos;431,74
04/01/2024;14;Antofagasta;1126,89
04/01/2024;14;Atacama;686,65
04/01/2024;14;Coquimbo;552,06
04/01/2024;14;Valparaiso;934,93
04/01/2024;14;Metropolitana;2207,62
04/01/2024;14;Biobio;1102,54
04/01/2024;14;Los Lagos;429,84
04/01/2024;15;Antofagasta;1052,83
04/01/2024;15;Atacama;646,38
04/01/2024;15;Coquimbo;493,64
04/01/2024;15;Valparaiso;878,50
04/01/2024;15;Metropolitana;2056,08
04/01/2024;15;Biobio;978,92
04/01/2024;15;Los Lagos;
04/01/2024;16;Antofagasta;1042,67
04/01/2024;16;Atacama;613,48
04/01/2024;16;Coquimbo;503,51
04/01/2024;16;Valparaiso;870,54
04/01/2024;16;Metropolitana;2076,17
04/01/2024;16;Biobio;980,88
04/01/2024;16;Los Lagos;367,89
04/01/2024;17;Antofagasta;1021,55
04/01/2024;17;Atacama;633,60
04/01/2024;17;Coquimbo;503,42
04/01/2024;17;Valparaiso;860,11
04/01/2024;17;Metropolitana;2138,41
04/01/2024;17;Biobio;1020,12
04/01/2024;17;Los Lagos;391,54
04/01/2024;18;Antofagasta;1105,15
04/01/2024;18;Atacama;659,19
04/01/2024;18;Coquimbo;525,38
04/01/2024;18;Valparaiso;918,36
04/01/2024;18;Metropolitana;2192,46
04/01/2024;18;Biobio;1038,97
04/01/2024;18;Los Lagos;413,90
04/01/2024;19;Antofagasta;1167,44
04/01/2024;19;Atacama;717,80
04/01/2024;19;Coquimbo;563,20
04/01/2024;19;Valparaiso;943,01
04/01/2024;19;Metropolitana;2357,36
04/01/2024;19;Biobio;1125,60
04/01/2024;19;Los Lagos;441,40
04/01/2024;20;Antofagasta;1209,03
04/01/2024;20; Atacama;728,88
04/01/2024;20;Coquimbo;612,67
04/01/2024;20;Valparaiso;1026,53
04/01/2024;20;Metropolitana;2377,74
04/01/2024;20;Biobio;1167,34
04/01/2024;20;Los Lagos;467,77
04/01/2024;21;  ANTOFAGASTA;1163,56
04/01/2024;21;Atacama;702,78
04/01/2024;21;Coquimbo;552,61
04/01/2024;21;Valparaiso;947,31
04/01/2024;21;Metropolitana;2269,14
04/01/2024;21;Biobio;1084,49
04/01/2024;21;Los Lagos;419,24
04/01/2024;22;Antofagasta;1058,26
04/01/2024;22;Atacama;634,26
04/01/2024;22;Coquimbo;516,02
04/01/2024;22;Valparaiso;876,80
04/01/2024;22;Metropolitana;2130,95
04/01/2024;22;Biobio;997,81
04/01/2024;22;Los Lagos;390,59
04/01/2024;23;Antofagasta;955,71
04/01/2024;23;Atacama;576,11
04/01/2024;23;Coquimbo;475,41
04/01/2024;23;Valparaiso;771,74
04/01/2024;23;Metropolitana;1883,00
04/01/2024;23;Biobio;949,67
04/01/2024;23;Los Lagos;369,12
05/01/2024;0;Antofagasta;875,61
05/01/2024;0;Atacama;534,87
05/01/2024;0;Coquimbo;436,25
05/01/2024;0;Valparaiso;744,56
05/01/2024;0;Metropolitana;1785,11
05/01/2024;0;Biobio;853,04
05/01/2024;0;Los Lagos;326,93
05/01/2024;1;Antofagasta;840,69
05/01/2024;1;Atacama;513,37
05/01/2024;1;Coquimbo;417,29
05/01/2024;1;Valparaiso;698,73
05/01/2024;1;Metropolitana;1642,29
05/01/2024;1;Biobio;784,33
05/01/2024;1;Los Lagos;312,58
05/01/2024;2;Antofagasta;770,99
05/01/2024;2;Atacama;469,15
05/01/2024;2;Coquimbo;382,10
05/01/2024;2;Valparaiso;660,10
05/01/2024;2;Metropolitana;1582,05
05/01/2024;2;Biobio;765,03
05/01/2024;2;Los Lagos;289,89
05/01/2024;3;Antofagasta;732,25
05/01/2024;3;Atacama;466,37
05/01/2024;3;Coquimbo;366,01
05/01/2024;3;Valparaiso;598,14
05/01/2024;3;Metropolitana;1475,52
05/01/2024;3;Biobio;724,30
05/01/2024;3;Los Lagos;278,38
05/01/2024;4;Antofagasta;710,25
05/01/2024;4;Atacama;470,85
05/01/2024;4;Coquimbo;354,63
05/01/2024;4;Valparaiso;600,02
05/01/2024;4;Metropolitana;1474,69
05/01/2024;4;Biobio;687,03
05/01/2024;4;Los Lagos;283,61
05/01/2024;5;Antofagasta;783,54
05/01/2024;5;Atacama;470,19
