fecha,hora,central,mwh
2025-01-01,3,Termoelectrica Puerto Nuevo,262.08
2025-01-01,3,Termoelectrica Costa Brava,263.05
2025-01-01,3,Termoelectrica Peninsula Gris,219.61
2025-01-01,3,Diesel Respaldo Cordillera,0.00
2025-01-01,4,Central Rio Manso Alto,231.11
2025-01-01,4,Central Salto del Pehuen,180.19
2025-01-01,4,Central Quebrada Azul,125.24
2025-01-01,4,Central Lago Ventisquero,58.12
2025-01-01,4,Central Vega Escondida,132.76
2025-01-01,4,Parque Solar Pampa Alta,0.00
2025-01-01,4,Parque Solar Llano Blanco,0.00
2025-01-01,4,Parque Solar Salar Nuevo,0.00
2025-01-01,4,Parque Solar Cerro Dorado,0.00
2025-01-01,4,Parque Solar Media Luna,0.00
2025-01-01,4,Eolica Cerro Negro,43.01
2025-01-01,4,Eolica Punta Ventosa,75.07
2025-01-01,4,Eolica Loma Larga,13.04
2025-01-01,4,Eolica Vientos del Sur,9.76
2025-01-01,4,Termoelectrica Bahia Norte,229.86
2025-01-01,4,Termoelectrica Valle Central,275.67
2025-01-01,4,Termoelectrica Puerto Nuevo,242.86
2025-01-01,4,Termoelectrica Costa Brava,265.21
2025-01-01,4,Termoelectrica Peninsula Gris,211.93
2025-01-01,4,Diesel Respaldo Cordillera,0.00
2025-01-01,5,Central Rio Manso Alto,232.08
2025-01-01,5,Central Salto del Pehuen,182.83
2025-01-01,5,Central Quebrada Azul,134.51
2025-01-01,5,Central Lago Ventisquero,60.18
2025-01-01,5,Central Vega Escondida,136.00
2025-01-01,5,Parque Solar Pampa Alta,0.00
2025-01-01,5,Parque Solar Llano Blanco,0.00
2025-01-01,5,Parque Solar Salar Nuevo,0.00
2025-01-01,5,Parque Solar Cerro Dorado,0.00
2025-01-01,5,Parque Solar Media Luna,0.00
2025-01-01,5,Eolica Cerro Negro,30.91
2025-01-01,5,Eolica Punta Ventosa,85.27
2025-01-01,5,Eolica Loma Larga,17.26
2025-01-01,5,Eolica Vientos del Sur,12.47
2025-01-01,5,Termoelectrica Bahia Norte,221.51
2025-01-01,5,Termoelectrica Valle Central,276.51
2025-01-01,5,Termoelectrica Puerto Nuevo,242.33
2025-01-01,5,Termoelectrica Costa Brava,276.50
2025-01-01,5,Termoelectrica Peninsula Gris,219.11
2025-01-01,5,Diesel Respaldo Cordillera,0.00
2025-01-01,6,Central Rio Manso Alto,270.38
2025-01-01,6,Central Salto del Pehuen,181.03
2025-01-01,6,Central Quebrada Azul,121.21
2025-01-01,6,Central Lago Ventisquero,62.51
2025-01-01,6,Central Vega Escondida,137.64
2025-01-01,6,Parque Solar Pampa Alta,0.00
2025-01-01,6,Parque Solar Llano Blanco,0.00
2025-01-01,6,Parque Solar Salar Nuevo,0.00
2025-01-01,6,Parque Solar Cerro Dorado,0.00
2025-01-01,6,Parque Solar Media Luna,0.00
2025-01-01,6,Eolica Cerro Negro,37.40
2025-01-01,6,Eolica Punta Ventosa,77.60
2025-01-01,6,Eolica Loma Larga,26.09
2025-01-01,6,Eolica Vientos del Sur,14.42
2025-01-01,6,Termoelectrica Bahia Norte,222.91
2025-01-01,6,Termoelectrica Valle Central,271.67
2025-01-01,6,Termoelectrica Puerto Nuevo,261.73
2025-01-01,6,Termoelectrica Costa Brava,265.63
2025-01-01,6,Termoelectrica Peninsula Gris,218.06
2025-01-01,6,Diesel Respaldo Cordillera,0.00
2025-01-01,7,Central Rio Manso Alto,274.38
2025-01-01,7,Central Salto del Pehuen,178.11
2025-01-01,7,Central Quebrada Azul,124.61
2025-01-01,7,Central Lago Ventisquero,66.90
2025-01-01,7,Central Vega Escondida,142.34
2025-01-01,7,Parque Solar Pampa Alta,23.12
2025-01-01,7,Parque Solar Llano Blanco,16.25
2025-01-01,7,Parque Solar Salar Nuevo,22.46
2025-01-01,7,Parque Solar Cerro Dorado,12.33
2025-01-01,7,Parque Solar Media Luna,8.99
2025-01-01,7,Eolica Cerro Negro,33.03
2025-01-01,7,Eolica Punta Ventosa,50.09
2025-01-01,7,Eolica Loma Larga,30.70
2025-01-01,7,Eolica Vientos del Sur,27.15
2025-01-01,7,Termoelectrica Bahia Norte,235.84
2025-01-01,7,Termoelectrica Valle Central,272.81
2025-01-01,7,Termoelectrica Puerto Nuevo,260.52
2025-01-01,7,Termoelectrica Costa Brava,272.52
2025-01-01,7,Termoelectrica Peninsula Gris,211.71
2025-01-01,7,Diesel Respaldo Cordillera,0.00
2025-01-01,8,Central Rio Manso Alto,254.09
2025-01-01,8,Central Salto del Pehuen,174.73
2025-01-01,8,Central Quebrada Azul,123.57
2025-01-01,8,Central Lago Ventisquero,64.74
2025-01-01,8,Central Vega Escondida,134.72
2025-01-01,8,Parque Solar Pampa Alta,68.03
2025-01-01,8,Parque Solar Llano Blanco,47.81
2025-01-01,8,Parque Solar Salar Nuevo,66.09
2025-01-01,8,Parque Solar Cerro Dorado,36.28
2025-01-01,8,Parque Solar Media Luna,26.44
2025-01-01,8,Eolica Cerro Negro,36.30
2025-01-01,8,Eolica Punta Ventosa,41.47
2025-01-01,8,Eolica Loma Larga,35.16
2025-01-01,8,Eolica Vientos del Sur,24.26
2025-01-01,8,Termoelectrica Bahia Norte,216.49
2025-01-01,8,Termoelectrica Valle Central,265.69
2025-01-01,8,Termoelectrica Puerto Nuevo,259.98
2025-01-01,8,Termoelectrica Costa Brava,282.64
2025-01-01,8,Termoelectrica Peninsula Gris,240.13
2025-01-01,8,Diesel Respaldo Cordillera,0.00
2025-01-01,9,Central Rio Manso Alto,259.63
2025-01-01,9,Central Salto del Pehuen,176.87
2025-01-01,9,Central Quebrada Azul,118.87
2025-01-01,9,Central Lago Ventisquero,64.81
2025-01-01,9,Central Vega Escondida,144.07
2025-01-01,9,Parque Solar Pampa Alta,108.98
2025-01-01,9,Parque Solar Llano Blanco,76.59
2025-01-01,9,Parque Solar Salar Nuevo,105.87
2025-01-01,9,Parque Solar Cerro Dorado,58.11
2025-01-01,9,Parque Solar Media Luna,42.35
2025-01-01,9,Eolica Cerro Negro,74.67
2025-01-01,9,Eolica Punta Ventosa,54.65
2025-01-01,9,Eolica Loma Larga,41.97
2025-01-01,9,Eolica Vientos del Sur,11.42
2025-01-01,9,Termoelectrica Bahia Norte,244.29
2025-01-01,9,Termoelectrica Valle Central,284.94
2025-01-01,9,Termoelectrica Puerto Nuevo,250.24
2025-01-01,9,Termoelectrica Costa Brava,275.87
2025-01-01,9,Termoelectrica Peninsula Gris,217.16
2025-01-01,9,Diesel Respaldo Cordillera,0.00
2025-01-01,10,Central Rio Manso Alto,258.32
2025-01-01,10,Central Salto del Pehuen,178.89
2025-01-01,10,Central Quebrada Azul,134.90
2025-01-01,10,Central Lago Ventisquero,60.32
2025-01-01,10,Central Vega Escondida,138.58
2025-01-01,10,Parque Solar Pampa Alta,143.59
2025-01-01,10,Parque Solar Llano Blanco,100.92
2025-01-01,10,Parque Solar Salar Nuevo,139.50
2025-01-01,10,Parque Solar Cerro Dorado,76.57
2025-01-01,10,Parque Solar Media Luna,55.80
2025-01-01,10,Eolica Cerro Negro,43.38
2025-01-01,10,Eolica Punta Ventosa,64.18
2025-01-01,10,Eolica Loma Larga,41.64
2025-01-01,10,Eolica Vientos del Sur,2.92
2025-01-01,10,Termoelectrica Bahia Norte,235.04
2025-01-01,10,Termoelectrica Valle Central,278.03
2025-01-01,10,Termoelectrica Puerto Nuevo,250.83
2025-01-01,10,Termoelectrica Costa Brava,284.74
2025-01-01,10,Termoelectrica Peninsula Gris,232.20
2025-01-01,10,Diesel Respaldo Cordillera,0.00
2025-01-01,11,Central Rio Manso Alto,272.75
2025-01-01,11,Central Salto del Pehuen,193.25
2025-01-01,11,Central Quebrada Azul,124.75
2025-01-01,11,Central Lago Ventisquero,59.97
2025-01-01,11,Central Vega Escondida,147.07
2025-01-01,11,Parque Solar Pampa Alta,169.86
2025-01-01,11,Parque Solar Llano Blanco,119.38
2025-01-01,11,Parque Solar Salar Nuevo,165.02
2025-01-01,11,Parque Solar Cerro Dorado,90.58
2025-01-01,11,Parque Solar Media Luna,66.01
2025-01-01,11,Eolica Cerro Negro,40.36
2025-01-01,11,Eolica Punta Ventosa,66.17
2025-01-01,11,Eolica Loma Larga,47.12
2025-01-01,11,Eolica Vientos del Sur,11.82
2025-01-01,11,Termoelectrica Bahia Norte,232.93
2025-01-01,11,Termoelectrica Valle Central,267.62
2025-01-01,11,Termoelectrica Puerto Nuevo,262.85
2025-01-01,11,Termoelectrica Costa Brava,278.27
2025-01-01,11,Termoelectrica Peninsula Gris,211.81
2025-01-01,11,Diesel Respaldo Cordillera,0.00
2025-01-01,12,Central Rio Manso Alto,258.30
2025-01-01,12,Central Salto del Pehuen,184.49
2025-01-01,12,Central Quebrada Azul,140.05
2025-01-01,12,Central Lago Ventisquero,63.78
2025-01-01,12,Central Vega Escondida,136.89
2025-01-01,12,Parque Solar Pampa Alta,186.26
2025-01-01,12,Parque Solar Llano Blanco,130.91
2025-01-01,12,Parque Solar Salar Nuevo,180.95
2025-01-01,12,Parque Solar Cerro Dorado,99.33
2025-01-01,12,Parque Solar Media Luna,72.38
2025-01-01,12,Eolica Cerro Negro,55.97
2025-01-01,12,Eolica Punta Ventosa,87.07
2025-01-01,12,Eolica Loma Larga,33.00
2025-01-01,12,Eolica Vientos del Sur,25.25
2025-01-01,12,Termoelectrica Bahia Norte,231.43
2025-01-01,12,Termoelectrica Valle Central,274.47
2025-01-01,12,Termoelectrica Puerto Nuevo,249.35
2025-01-01,12,Termoelectrica Costa Brava,283.64
2025-01-01,12,Termoelectrica Peninsula Gris,230.95
2025-01-01,12,Diesel Respaldo Cordillera,0.00
2025-01-01,13,Central Rio Manso Alto,252.61
2025-01-01,13,Central Salto del Pehuen,188.20
2025-01-01,13,Central Quebrada Azul,128.92
2025-01-01,13,Central Lago Ventisquero,63.05
2025-01-01,13,Central Vega Escondida,152.52
2025-01-01,13,Parque Solar Pampa Alta,191.84
2025-01-01,13,Parque Solar Llano Blanco,134.83
2025-01-01,13,Parque Solar Salar Nuevo,186.37
2025-01-01,13,Parque Solar Cerro Dorado,102.30
2025-01-01,13,Parque Solar Media Luna,74.55
2025-01-01,13,Eolica Cerro Negro,69.60
2025-01-01,13,Eolica Punta Ventosa,71.69
2025-01-01,13,Eolica Loma Larga,24.73
2025-01-01,13,Eolica Vientos del Sur,34.14
2025-01-01,13,Termoelectrica Bahia Norte,233.81
2025-01-01,13,Termoelectrica Valle Central,280.84
2025-01-01,13,Termoelectrica Puerto Nuevo,245.29
2025-01-01,13,Termoelectrica Costa Brava,289.24
2025-01-01,13,Termoelectrica Peninsula Gris,227.74
2025-01-01,13,Diesel Respaldo Cordillera,0.00
2025-01-01,14,Central Rio Manso Alto,262.96
2025-01-01,14,Central Salto del Pehuen,183.37
2025-01-01,14,Central Quebrada Azul,123.79
2025-01-01,14,Central Lago Ventisquero,65.48
2025-01-01,14,Central Vega Escondida,151.59
2025-01-01,14,Parque Solar Pampa Alta,186.26
2025-01-01,14,Parque Solar Llano Blanco,130.91
2025-01-01,14,Parque Solar Salar Nuevo,180.95
2025-01-01,14,Parque Solar Cerro Dorado,99.33
2025-01-01,14,Parque Solar Media Luna,72.38
2025-01-01,14,Eolica Cerro Negro,78.28
2025-01-01,14,Eolica Punta Ventosa,67.70
2025-01-01,14,Eolica Loma Larga,16.71
2025-01-01,14,Eolica Vientos del Sur,32.81
2025-01-01,14,Termoelectrica Bahia Norte,229.75
2025-01-01,14,Termoelectrica Valle Central,278.94
2025-01-01,14,Termoelectrica Puerto Nuevo,249.40
2025-01-01,14,Termoelectrica Costa Brava,283.16
2025-01-01,14,Termoelectrica Peninsula Gris,223.95
2025-01-01,14,Diesel Respaldo Cordillera,0.00
2025-01-01,15,Central Rio Manso Alto,265.60
2025-01-01,15,Central Salto del Pehuen,189.66
2025-01-01,15,Central Quebrada Azul,120.46
2025-01-01,15,Central Lago Ventisquero,68.87
2025-01-01,15,Central Vega Escondida,140.93
2025-01-01,15,Parque Solar Pampa Alta,169.86
2025-01-01,15,Parque Solar Llano Blanco,119.38
2025-01-01,15,Parque Solar Salar Nuevo,165.02
2025-01-01,15,Parque Solar Cerro Dorado,90.58
2025-01-01,15,Parque Solar Media Luna,66.01
2025-01-01,15,Eolica Cerro Negro,75.49
2025-01-01,15,Eolica Punta Ventosa,60.60
2025-01-01,15,Eolica Loma Larga,20.62
2025-01-01,15,Eolica Vientos del Sur,37.17
2025-01-01,15,Termoelectrica Bahia Norte,231.98
2025-01-01,15,Termoelectrica Valle Central,260.42
2025-01-01,15,Termoelectrica Puerto Nuevo,256.01
2025-01-01,15,Termoelectrica Costa Brava,282.87
2025-01-01,15,Termoelectrica Peninsula Gris,222.72
2025-01-01,15,Diesel Respaldo Cordillera,0.00
2025-01-01,16,Central Rio Manso Alto,262.26
2025-01-01,16,Central Salto del Pehuen,179.66
2025-01-01,16,Central Quebrada Azul,128.80
2025-01-01,16,Central Lago Ventisquero,61.32
2025-01-01,16,Central Vega Escondida,144.62
2025-01-01,16,Parque Solar Pampa Alta,143.59
2025-01-01,16,Parque Solar Llano Blanco,100.92
2025-01-01,16,Parque Solar Salar Nuevo,139.50
2025-01-01,16,Parque Solar Cerro Dorado,76.57
2025-01-01,16,Parque Solar Media Luna,55.80
2025-01-01,16,Eolica Cerro Negro,73.96
2025-01-01,16,Eolica Punta Ventosa,79.43
2025-01-01,16,Eolica Loma Larga,15.25
2025-01-01,16,Eolica Vientos del Sur,58.44
2025-01-01,16,Termoelectrica Bahia Norte,236.67
2025-01-01,16,Termoelectrica Valle Central,268.79
2025-01-01,16,Termoelectrica Puerto Nuevo,246.56
2025-01-01,16,Termoelectrica Costa Brava,287.08
2025-01-01,16,Termoelectrica Peninsula Gris,231.18
2025-01-01,16,Diesel Respaldo Cordillera,0.00
2025-01-01,17,Central Rio Manso Alto,269.87
2025-01-01,17,Central Salto del Pehuen,186.21
2025-01-01,17,Central Quebrada Azul,128.07
2025-01-01,17,Central Lago Ventisquero,59.79
2025-01-01,17,Central Vega Escondida,149.20
2025-01-01,17,Parque Solar Pampa Alta,108.98
2025-01-01,17,Parque Solar Llano Blanco,76.59
2025-01-01,17,Parque Solar Salar Nuevo,105.87
2025-01-01,17,Parque Solar Cerro Dorado,58.11
2025-01-01,17,Parque Solar Media Luna,42.35
2025-01-01,17,Eolica Cerro Negro,72.38
2025-01-01,17,Eolica Punta Ventosa,72.67
2025-01-01,17,Eolica Loma Larga,21.77
2025-01-01,17,Eolica Vientos del Sur,57.98
2025-01-01,17,Termoelectrica Bahia Norte,227.53
2025-01-01,17,Termoelectrica Valle Central,274.86
2025-01-01,17,Termoelectrica Puerto Nuevo,271.51
2025-01-01,17,Termoelectrica Costa Brava,274.34
2025-01-01,17,Termoelectrica Peninsula Gris,215.35
2025-01-01,17,Diesel Respaldo Cordillera,0.00
2025-01-01,18,Central Rio Manso Alto,258.55
2025-01-01,18,Central Salto del Pehuen,194.83
2025-01-01,18,Central Quebrada Azul,126.17
2025-01-01,18,Central Lago Ventisquero,67.19
2025-01-01,18,Central Vega Escondida,142.50
2025-01-01,18,Parque Solar Pampa Alta,68.03
2025-01-01,18,Parque Solar Llano Blanco,47.81
2025-01-01,18,Parque Solar Salar Nuevo,66.09
2025-01-01,18,Parque Solar Cerro Dorado,36.28
2025-01-01,18,Parque Solar Media Luna,26.44
2025-01-01,18,Eolica Cerro Negro,88.83
2025-01-01,18,Eolica Punta Ventosa,75.38
2025-01-01,18,Eolica Loma Larga,6.68
2025-01-01,18,Eolica Vientos del Sur,58.20
2025-01-01,18,Termoelectrica Bahia Norte,236.38
2025-01-01,18,Termoelectrica Valle Central,275.35
2025-01-01,18,Termoelectrica Puerto Nuevo,259.24
2025-01-01,18,Termoelectrica Costa Brava,287.90
2025-01-01,18,Termoelectrica Peninsula Gris,218.33
2025-01-01,18,Diesel Respaldo Cordillera,0.00
2025-01-01,19,Central Rio Manso Alto,248.19
2025-01-01,19,Central Salto del Pehuen,186.17
2025-01-01,19,Central Quebrada Azul,0.00
2025-01-01,19,Central Lago Ventisquero,63.01
2025-01-01,19,Central Vega Escondida,137.06
2025-01-01,19,Parque Solar Pampa Alta,23.12
2025-01-01,19,Parque Solar Llano Blanco,16.25
2025-01-01,19,Parque Solar Salar Nuevo,22.46
2025-01-01,19,Parque Solar Cerro Dorado,12.33
2025-01-01,19,Parque Solar Media Luna,8.99
2025-01-01,19,Eolica Cerro Negro,97.15
2025-01-01,19,Eolica Punta Ventosa,75.22
2025-01-01,19,Eolica Loma Larga,2.14
2025-01-01,19,Eolica Vientos del Sur,70.54
2025-01-01,19,Termoelectrica Bahia Norte,238.62
2025-01-01,19,Termoelectrica Valle Central,265.64
2025-01-01,19,Termoelectrica Puerto Nuevo,247.26
2025-01-01,19,Termoelectrica Costa Brava,267.91
2025-01-01,19,Termoelectrica Peninsula Gris,214.68
2025-01-01,19,Diesel Respaldo Cordillera,0.00
2025-01-01,20,Central Rio Manso Alto,260.11
2025-01-01,20,Central Salto del Pehuen,195.38
2025-01-01,20,Central Quebrada Azul,0.00
2025-01-01,20,Central Lago Ventisquero,66.68
2025-01-01,20,Central Vega Escondida,136.87
2025-01-01,20,Parque Solar Pampa Alta,0.00
2025-01-01,20,Parque Solar Llano Blanco,0.00
2025-01-01,20,Parque Solar Salar Nuevo,0.00
2025-01-01,20,Parque Solar Cerro Dorado,0.00
2025-01-01,20,Parque Solar Media Luna,0.00
2025-01-01,20,Eolica Cerro Negro,69.40
2025-01-01,20,Eolica Punta Ventosa,86.01
2025-01-01,20,Eolica Loma Larga,2.11
2025-01-01,20,Eolica Vientos del Sur,70.14
2025-01-01,20,Termoelectrica Bahia Norte,233.08
2025-01-01,20,Termoelectrica Valle Central,272.67
2025-01-01,20,Termoelectrica Puerto Nuevo,270.26
2025-01-01,20,Termoelectrica Costa Brava,280.32
2025-01-01,20,Termoelectrica Peninsula Gris,224.69
2025-01-01,20,Diesel Respaldo Cordillera,0.00
2025-01-01,21,Central Rio Manso Alto,261.66
2025-01-01,21,Central Salto del Pehuen,177.56
2025-01-01,21,Central Quebrada Azul,0.00
2025-01-01,21,Central Lago Ventisquero,61.32
2025-01-01,21,Central Vega Escondida,147.26
2025-01-01,21,Parque Solar Pampa Alta,0.00
2025-01-01,21,Parque Solar Llano Blanco,0.00
2025-01-01,21,Parque Solar Salar Nuevo,0.00
2025-01-01,21,Parque Solar Cerro Dorado,0.00
2025-01-01,21,Parque Solar Media Luna,0.00
2025-01-01,21,Eolica Cerro Negro,74.96
2025-01-01,21,Eolica Punta Ventosa,87.31
2025-01-01,21,Eolica Loma Larga,2.06
2025-01-01,21,Eolica Vientos del Sur,74.20
2025-01-01,21,Termoelectrica Bahia Norte,236.23
2025-01-01,21,Termoelectrica Valle Central,273.80
2025-01-01,21,Termoelectrica Puerto Nuevo,255.36
2025-01-01,21,Termoelectrica Costa Brava,280.97
2025-01-01,21,Termoelectrica Peninsula Gris,229.57
2025-01-01,21,Diesel Respaldo Cordillera,0.00
2025-01-01,22,Central Rio Manso Alto,254.00
2025-01-01,22,Central Salto del Pehuen,177.66
2025-01-01,22,Central Quebrada Azul,0.00
2025-01-01,22,Central Lago Ventisquero,62.39
2025-01-01,22,Central Vega Escondida,139.64
2025-01-01,22,Parque Solar Pampa Alta,0.00
2025-01-01,22,Parque Solar Llano Blanco,0.00
2025-01-01,22,Parque Solar Salar Nuevo,0.00
2025-01-01,22,Parque Solar Cerro Dorado,0.00
2025-01-01,22,Parque Solar Media Luna,0.00
2025-01-01,22,Eolica Cerro Negro,67.87
2025-01-01,22,Eolica Punta Ventosa,84.63
2025-01-01,22,Eolica Loma Larga,2.01
2025-01-01,22,Eolica Vientos del Sur,83.96
2025-01-01,22,Termoelectrica Bahia Norte,236.24
2025-01-01,22,Termoelectrica Valle Central,279.49
2025-01-01,22,Termoelectrica Puerto Nuevo,248.34
2025-01-01,22,Termoelectrica Costa Brava,277.19
2025-01-01,22,Termoelectrica Peninsula Gris,226.82
2025-01-01,22,Diesel Respaldo Cordillera,0.00
2025-01-01,23,Central Rio Manso Alto,258.49
2025-01-01,23,Central Salto del Pehuen,194.88
2025-01-01,23,Central Quebrada Azul,0.00
2025-01-01,23,Central Lago Ventisquero,63.70
2025-01-01,23,Central Vega Escondida,129.95
2025-01-01,23,Parque Solar Pampa Alta,0.00
2025-01-01,23,Parque Solar Llano Blanco,0.00
2025-01-01,23,Parque Solar Salar Nuevo,0.00
2025-01-01,23,Parque Solar Cerro Dorado,0.00
2025-01-01,23,Parque Solar Media Luna,0.00
2025-01-01,23,Eolica Cerro Negro,86.22
2025-01-01,23,Eolica Punta Ventosa,86.88
2025-01-01,23,Eolica Loma Larga,1.96
2025-01-01,23,Eolica Vientos del Sur,83.24
2025-01-01,23,Termoelectrica Bahia Norte,238.12
2025-01-01,23,Termoelectrica Valle Central,280.39
2025-01-01,23,Termoelectrica Puerto Nuevo,257.99
2025-01-01,23,Termoelectrica Costa Brava,274.23
2025-01-01,23,Termoelectrica Peninsula Gris,220.45
2025-01-01,23,Diesel Respaldo Cordillera,0.00
2025-01-02,0,Central Rio Manso Alto,243.01
2025-01-02,0,Central Salto del Pehuen,183.93
2025-01-02,0,Central Quebrada Azul,0.00
2025-01-02,0,Central Lago Ventisquero,59.09
2025-01-02,0,Central Vega Escondida,133.01
2025-01-02,0,Parque Solar Pampa Alta,0.00
2025-01-02,0,Parque Solar Llano Blanco,0.00
2025-01-02,0,Parque Solar Salar Nuevo,0.00
2025-01-02,0,Parque Solar Cerro Dorado,0.00
2025-01-02,0,Parque Solar Media Luna,0.00
2025-01-02,0,Eolica Cerro Negro,58.30
2025-01-02,0,Eolica Punta Ventosa,98.14
2025-01-02,0,Eolica Loma Larga,1.96
2025-01-02,0,Eolica Vientos del Sur,71.02
2025-01-02,0,Termoelectrica Bahia Norte,240.28
2025-01-02,0,Termoelectrica Valle Central,275.70
2025-01-02,0,Termoelectrica Puerto Nuevo,225.96
2025-01-02,0,Termoelectrica Costa Brava,289.32
2025-01-02,0,Termoelectrica Peninsula Gris,215.97
2025-01-02,0,Diesel Respaldo Cordillera,0.00
2025-01-02,1,Central Rio Manso Alto,240.93
2025-01-02,1,Central Salto del Pehuen,178.69
2025-01-02,1,Central Quebrada Azul,0.00
2025-01-02,1,Central Lago Ventisquero,61.38
2025-01-02,1,Central Vega Escondida,137.20
2025-01-02,1,Parque Solar Pampa Alta,0.00
2025-01-02,1,Parque Solar Llano Blanco,0.00
2025-01-02,1,Parque Solar Salar Nuevo,0.00
2025-01-02,1,Parque Solar Cerro Dorado,0.00
2025-01-02,1,Parque Solar Media Luna,0.00
2025-01-02,1,Eolica Cerro Negro,47.01
2025-01-02,1,Eolica Punta Ventosa,101.64
2025-01-02,1,Eolica Loma Larga,1.96
2025-01-02,1,Eolica Vientos del Sur,71.32
2025-01-02,1,Termoelectrica Bahia Norte,246.38
2025-01-02,1,Termoelectrica Valle Central,277.71
2025-01-02,1,Termoelectrica Puerto Nuevo,231.96
2025-01-02,1,Termoelectrica Costa Brava,282.34
2025-01-02,1,Termoelectrica Peninsula Gris,228.85
2025-01-02,1,Diesel Respaldo Cordillera,0.00
2025-01-02,2,Central Rio Manso Alto,251.25
2025-01-02,2,Central Salto del Pehuen,176.55
2025-01-02,2,Central Quebrada Azul,0.00
2025-01-02,2,Central Lago Ventisquero,65.32
2025-01-02,2,Central Vega Escondida,132.01
2025-01-02,2,Parque Solar Pampa Alta,0.00
2025-01-02,2,Parque Solar Llano Blanco,0.00
2025-01-02,2,Parque Solar Salar Nuevo,0.00
2025-01-02,2,Parque Solar Cerro Dorado,0.00
2025-01-02,2,Parque Solar Media Luna,0.00
2025-01-02,2,Eolica Cerro Negro,40.91
